Country,Region,Curriculum Name,Curriculum Year,Subject(s),Grade(s),URL, 
Canada,Ontario,Kindergarten Program,2016,All,K,https://files.ontario.ca/books/edu_the_kindergarten_program_english_aoda_web_oct7.pdf,
Canada,Ontario,Kindergarten Program,2019,Revisions,K,http://www.edu.gov.on.ca/eng/curriculum/elementary/addendum-to-kindergarten-program.pdf,
Canada,Ontario,,2020,Math,1-8,https://assets-us-01.kc-usercontent.com/fbd574c4-da36-0066-a0c5-849ffb2de96e/dab22a67-d9e8-4c42-a2a7-8c98cf1bbbb1/Math_Curriculum%20Context_AODA.pdf,
Canada,Ontario,,2006,Language,1-8,http://www.edu.gov.on.ca/eng/curriculum/elementary/language18currb.pdf,
Canada,Ontario,,2006,Language,1-8,http://www.edu.gov.on.ca/eng/curriculum/elementary/language18currb.txt,
Canada,Ontario,,2007,Science/Tech,1-8,http://www.edu.gov.on.ca/eng/curriculum/elementary/scientec18currb.pdf,
Canada,Ontario,,2007,Science/Tech,1-8,http://www.edu.gov.on.ca/eng/curriculum/elementary/scientec18currb.txt,
Canada,Ontario,,2018,SocialStudies,1-6,http://www.edu.gov.on.ca/eng/curriculum/elementary/social-studies-history-geography-2018.pdf,
Canada,Ontario,,2018,History,7-8,http://www.edu.gov.on.ca/eng/curriculum/elementary/social-studies-history-geography-2018.pdf,
Canada,Ontario,,2018,Geography,7-8,http://www.edu.gov.on.ca/eng/curriculum/elementary/social-studies-history-geography-2018.pdf,
Canada,Ontario,,2018,Arts,1-8,http://www.edu.gov.on.ca/eng/curriculum/elementary/arts18b09curr.pdf,
Canada,Ontario,,2018,Arts,1-8,http://www.edu.gov.on.ca/eng/curriculum/elementary/arts18b09curr.txt,
Canada,Ontario,,2019,Health,1-8,http://www.edu.gov.on.ca/eng/curriculum/elementary/2019-health-physical-education-grades-1to8.pdf,
Canada,Ontario,Exemption Policy,2019,Health,1-8,http://www.edu.gov.on.ca/extra/eng/ppm/ppm162.pdf,
Canada,Ontario,,2005,Math,9-10,http://edu.gov.on.ca/eng/curriculum/secondary/math910curr.pdf,
Canada,Ontario,,2005,Math,9-10,http://edu.gov.on.ca/eng/curriculum/secondary/math910curr.txt,
Canada,Ontario,"Mathematics Transfer Course\-Applied to Academic",2006,Math,,http://edu.gov.on.ca/eng/curriculum/secondary/mathtr9curr.pdf,
Canada,Ontario,,2007,Math,11-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/math1112currb.pdf,
Canada,Ontario,,2007,Math,11-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/math1112currb.txt,
Canada,Ontario,Ontario Secondary School Literacy Course,2003,English,,http://www.edu.gov.on.ca/eng/curriculum/secondary/english12curr.pdf,
Canada,Ontario,Ontario Secondary School Literacy Course,2003,English,,http://www.edu.gov.on.ca/eng/curriculum/secondary/english12curr.txt,
Canada,Ontario,,2007,English,9-10,http://www.edu.gov.on.ca/eng/curriculum/secondary/english910currb.pdf,
Canada,Ontario,,2007,English,9-10,http://www.edu.gov.on.ca/eng/curriculum/secondary/english910currb.txt,
Canada,Ontario,,2007,English,11-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/english1112currb.pdf,
Canada,Ontario,,2007,English,11-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/english1112currb.txt,
Canada,Ontario,Ontario English as a Second Language ,2007,English,9-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/esl912currb.pdf,
Canada,Ontario,Ontario English as a Second Language ,2007,English,9-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/esl912currb.txt,
Canada,Ontario,,2008,Science,9-10,http://www.edu.gov.on.ca/eng/curriculum/secondary/science910_2008.pdf,
Canada,Ontario,,2008,Science,9-10,http://www.edu.gov.on.ca/eng/curriculum/secondary/science910_2008.txt,
Canada,Ontario,,2008,Science,11-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/2009science11_12.pdf,
Canada,Ontario,,2008,Science,11-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/2009science11_12.txt,
Canada,Ontario,,2018,CWS,9-10,http://www.edu.gov.on.ca/eng/curriculum/secondary/canworld910curr2018.pdf,
Canada,Ontario,,2015,CWS,11-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/2015cws11and12.pdf,
Canada,Ontario,,2006,Guidance,9-10,http://www.edu.gov.on.ca/eng/curriculum/secondary/guidance910currb.pdf,
Canada,Ontario,Revised Career Studies,2019,Guidance,10,http://www.edu.gov.on.ca/eng/curriculum/secondary/career-studies-grade10.pdf,
Canada,Ontario,,2006,Guidance,11-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/guidance1112currb.pdf,
Canada,Ontario,,2006,Guidance,11-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/guidance1112currb.txt,
Canada,Ontario,,2013,Humanities,9-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/ssciences9to122013.pdf,
Canada,Ontario,,2015,Health,9-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/health9to12.pdf,
Canada,Ontario,,2010,Arts,9-10,http://www.edu.gov.on.ca/eng/curriculum/secondary/arts910curr2010.pdf,
Canada,Ontario,,2010,Arts,9-10,http://www.edu.gov.on.ca/eng/curriculum/secondary/arts910curr2010.txt,
Canada,Ontario,,2010,Arts,11-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/arts1112curr2010.pdf,
Canada,Ontario,,2010,Arts,11-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/arts910curr2010.txt,
Canada,Ontario,,2006,Business,9-10,http://www.edu.gov.on.ca/eng/curriculum/secondary/business910currb.pdf,
Canada,Ontario,,2006,Business,9-10,http://www.edu.gov.on.ca/eng/curriculum/secondary/business910currb.txt,
Canada,Ontario,,2006,Business,11-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/business1112currb.pdf,
Canada,Ontario,,2006,Business,11-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/business1112currb.txt,
Canada,Ontario,,2016,Clas. Studies,9-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/classiclang912curr.pdf,
Canada,Ontario,,2019,FNMI Studies,9-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/First-nations-metis-inuit-studies-grades-9-12.pdf,
Canada,Ontario,,2002,I-D Studies,11-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/interdisciplinary1112curr.pdf,
Canada,Ontario,,2002,I-D Studies,11-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/interdisciplinary1112curr.txt,
Canada,Ontario,,2009,Technology,9-10,http://www.edu.gov.on.ca/eng/curriculum/secondary/teched910curr09.pdf,
Canada,Ontario,,2009,Technology,9-10,http://www.edu.gov.on.ca/eng/curriculum/secondary/teched910curr09.txt,
Canada,Ontario,,2009,Technology,11-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/2009teched1112curr.pdf,
Canada,Ontario,,2009,Technology,11-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/2009teched1112curr.txt,
Canada,Ontario,,2008,Computers,10-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/computer10to12_2008.pdf,
Canada,Ontario,,2008,Computers,10-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/computer10to12_2008.txt,
Canada,Ontario,,2018,Co-Op,9-12,http://www.edu.gov.on.ca/eng/curriculum/secondary/cooperative-education-2018.pdf,
Canada,British Columbia,,2016,Math,K-9,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/mathematics/en_mathematics_k-9_elab.pdf,
Canada,British Columbia,,2016,English,K-9,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_k-9_elab.pdf,
Canada,British Columbia,,2016,Science,K-9,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/science/en_science_k-9_elab.pdf,
Canada,British Columbia,,2016,Arts,K-9,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/arts-education/en_arts-education_k-9.pdf,
Canada,British Columbia,,2016,Health,K-9,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/physical-health-education/en_physical-health-education_k-9.pdf,
Canada,British Columbia,,2016,Careers,K-9,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/career-education/en_career-education_k-12.pdf,
Canada,British Columbia,,2016,SocialStudies,K-9,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/social-studies/en_social-studies_k-9_elab.pdf,
Canada,British Columbia,,2016,AppliedDTS,K-9,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/adst/en_adst_k-9_elab.pdf,
Canada,British Columbia,,2018,Math,10,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/mathematics/en_mathematics_10_foundations-of-mathematics-and-pre-calculus_elab.pdf,
Canada,British Columbia,,2018,Math,10,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/mathematics/en_mathematics_10_workplace-mathematics_elab.pdf,
Canada,British Columbia,,2018,Math,11,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/mathematics/en_mathematics_11_foundations-of-mathematics_elab.pdf,
Canada,British Columbia,,2018,Math,11,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/mathematics/en_mathematics_11_history-of-mathematics_elab.pdf,
Canada,British Columbia,,2018,Math,11,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/mathematics/en_mathematics_11_pre-calculus_elab.pdf,
Canada,British Columbia,,2018,Math,11,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/mathematics/en_mathematics_11_workplace-mathematics_elab.pdf,
Canada,British Columbia,,2018,Math,12,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/mathematics/en_mathematics_12_apprenticeship-mathematics_elab.pdf,
Canada,British Columbia,,2018,Math,12,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/mathematics/en_mathematics_12_calculus_elab.pdf,
Canada,British Columbia,,2018,Math,12,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/mathematics/en_mathematics_12_foundations-of-mathematics_elab.pdf,
Canada,British Columbia,,2018,Math,12,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/mathematics/en_mathematics_12_geometry_elab.pdf,
Canada,British Columbia,,2018,Math,12,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/mathematics/en_mathematics_12_pre-calculus_elab.pdf,
Canada,British Columbia,,2018,Math,12,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/mathematics/en_mathematics_12_statistics_elab.pdf,
Canada,British Columbia,,2018,Computers,11,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/mathematics/en_mathematics_11_computer-science_elab.pdf,
Canada,British Columbia,,2018,Computers,12,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/mathematics/en_mathematics_12_computer-science_elab.pdf,
Canada,British Columbia,,2018,Science,10,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/science/en_science_10_elab.pdf,
Canada,British Columbia,,2018,Science,11,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/science/en_science_11_chemistry_elab.pdf,
Canada,British Columbia,,2018,Science,11,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/science/en_science_11_earth-sciences_elab.pdf,
Canada,British Columbia,,2018,Science,11,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/science/en_science_11_environmental-science_elab.pdf,
Canada,British Columbia,,2018,Science,11,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/science/en_science_11_life-sciences_elab.pdf,
Canada,British Columbia,,2018,Science,11,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/science/en_science_11_physics_elab.pdf,
Canada,British Columbia,,2018,Science,11,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/science/en_science_11_science-for-citizens_elab.pdf,
Canada,British Columbia,,2018,Science,12,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/science/en_science_12_anatomy-and-physiology_elab.pdf,
Canada,British Columbia,,2018,Science,12,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/science/en_science_12_chemistry_elab.pdf,
Canada,British Columbia,,2018,Science,12,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/science/en_science_12_environmental-science_elab.pdf,
Canada,British Columbia,,2018,Science,12,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/science/en_science_12_geology_elab.pdf,
Canada,British Columbia,,2018,Science,12,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/science/en_science_12_physics_elab.pdf,
Canada,British Columbia,,2018,Science,12,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/science/en_science_12_specialized-science_elab.pdf,
Canada,British Columbia,,2018,English,10,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_10_composition_elab.pdf,
Canada,British Columbia,,2018,English,10,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_10_creative-writing_elab.pdf,
Canada,British Columbia,,2018,English,10,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_10_literary-studies_elab.pdf,
Canada,British Columbia,,2018,English,10,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_10_new-media_elab.pdf,
Canada,British Columbia,,2018,English,10,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_10_spoken-language_elab.pdf,
Canada,British Columbia,,2019,English,11,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_11_composition_elab.pdf,
Canada,British Columbia,,2019,English,11,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_11_creative-writing_elab.pdf,
Canada,British Columbia,,2019,English,11,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_11_literary-studies_elab.pdf,
Canada,British Columbia,,2019,English,11,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_11_new-media_elab.pdf,
Canada,British Columbia,,2019,English,11,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_11_spoken-language_elab.pdf,
Canada,British Columbia,,2019,English,12,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_12_composition_elab.pdf,
Canada,British Columbia,,2019,English,12,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_12_creative-writing_elab.pdf,
Canada,British Columbia,,2019,English,12,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_12_english-studies_elab.pdf,
Canada,British Columbia,,2019,English,12,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_12_literary-studies_elab.pdf,
Canada,British Columbia,,2019,English,12,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_12_new-media_elab.pdf,
Canada,British Columbia,,2019,English,12,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_12_spoken-language_elab.pdf,
Canada,British Columbia,,2018,EFPS,10,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_10_efp-literary-studies_elab.pdf,
Canada,British Columbia,,2018,EFPS,10,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_10_efp-new-media_elab.pdf,
Canada,British Columbia,,2018,EFPS,10,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_10_efp-spoken-language_elab.pdf,
Canada,British Columbia,,2018,EFPS,10,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_10_efp-writing_elab.pdf,
Canada,British Columbia,,2019,EFPS,11,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_11_efp-literary-studies-and-new-media_elab.pdf,
Canada,British Columbia,,2019,EFPS,11,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_11_efp-literary-studies-and-spoken-language_elab.pdf,
Canada,British Columbia,,2019,EFPS,11,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_11_efp-literary-studies-and-writing_elab.pdf,
Canada,British Columbia,,2019,EFPS,12,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/english-language-arts/en_english-language-arts_12_english-first-peoples_elab.pdf,
Canada,British Columbia,,2018,Dance,10,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/arts-education/en_arts-education_10_dance-choreography_elab.pdf,
Canada,British Columbia,,2018,Dance,10,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/arts-education/en_arts-education_10_dance-company_elab.pdf,
Canada,British Columbia,,2018,Dance,10,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/arts-education/en_arts-education_10_dance-foundations_elab.pdf,
Canada,British Columbia,,2018,Dance,10,https://curriculum.gov.bc.ca/sites/curriculum.gov.bc.ca/files/curriculum/arts-education/en_arts-education_10_dance-technique-and-performance_elab.pdf,
